ID,Title,Type
21100201997,Journal of Information Display,Journal
21100227408,Journal of Micro-Bio Robotics,Journal
21100227408,Journal of Micro-Bio Robotics,Journal
21100227408,Journal of Micro-Bio Robotics,Journal
21100304858,Information Technology and Tourism,Journal
21100304858,Information Technology and Tourism,Journal
21658,Journal of Cranio-Maxillo-Facial Surgery,Journal
21658,Journal of Cranio-Maxillo-Facial Surgery,Journal
21658,Journal of Cranio-Maxillo-Facial Surgery,Journal
21930,Fish Physiology and Biochemistry,Journal
21930,Fish Physiology and Biochemistry,Journal
21930,Fish Physiology and Biochemistry,Journal
21930,Fish Physiology and Biochemistry,Journal
27852,Marine Resource Economics,Journal
27852,Marine Resource Economics,Journal
27852,Marine Resource Economics,Journal
27852,Marine Resource Economics,Journal
28527,Experimental Economics,Journal
28809,Journal of American College Health,Journal
29170,Critical Perspectives on Accounting,Journal
29170,Critical Perspectives on Accounting,Journal
29170,Critical Perspectives on Accounting,Journal
29170,Critical Perspectives on Accounting,Journal
29471,American Journal of Orthopsychiatry,Journal
29471,American Journal of Orthopsychiatry,Journal
29471,American Journal of Orthopsychiatry,Journal
29471,American Journal of Orthopsychiatry,Journal
36360,Animal Reproduction Science,Journal
36360,Animal Reproduction Science,Journal
36360,Animal Reproduction Science,Journal
36360,Animal Reproduction Science,Journal
4200151510,Future Oncology,Journal
4200151510,Future Oncology,Journal
4200151510,Future Oncology,Journal
5600153974,Policing and Society,Journal
5600153974,Policing and Society,Journal
5700168527,"Sustainability: Science, Practice, and Policy",Journal
5700168527,"Sustainability: Science, Practice, and Policy",Journal
62653,Seed Science Research,Journal
10300153313,Transactions on Embedded Computing Systems,Journal
10300153313,Transactions on Embedded Computing Systems,Journal
10900153307,Journal of Simulation,Journal
10900153307,Journal of Simulation,Journal
110544,"Proceedings - ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing",Conference Proceedings
110544,"Proceedings - ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing",Conference Proceedings
110544,"Proceedings - ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing",Conference Proceedings
12024,Applied Cognitive Psychology,Journal
12024,Applied Cognitive Psychology,Journal
12024,Applied Cognitive Psychology,Journal
12646,Pathology and Oncology Research,Journal
12646,Pathology and Oncology Research,Journal
12646,Pathology and Oncology Research,Journal
12646,Pathology and Oncology Research,Journal
13185,Computing in Science and Engineering,Journal
13185,Computing in Science and Engineering,Journal
13594,Acta Otorhinolaryngologica Italica,Journal
14323,"Brain, Behavior and Evolution",Journal
14323,"Brain, Behavior and Evolution",Journal
144889,Journal of Intelligent Transportation Systems,Journal
144889,Journal of Intelligent Transportation Systems,Journal
144889,Journal of Intelligent Transportation Systems,Journal
144889,Journal of Intelligent Transportation Systems,Journal
144889,Journal of Intelligent Transportation Systems,Journal
144889,Journal of Intelligent Transportation Systems,Journal
144889,Journal of Intelligent Transportation Systems,Journal
144936,Information Systems and e-Business Management,Journal
15500154701,Journal of Applied Fluid Mechanics,Journal
15500154701,Journal of Applied Fluid Mechanics,Journal
15500154701,Journal of Applied Fluid Mechanics,Journal
15724,Pediatric Exercise Science,Journal
15724,Pediatric Exercise Science,Journal
15724,Pediatric Exercise Science,Journal
16077,Journal of Biomolecular Techniques,Journal
16299,Journal of Materials in Civil Engineering,Journal
16299,Journal of Materials in Civil Engineering,Journal
16299,Journal of Materials in Civil Engineering,Journal
16299,Journal of Materials in Civil Engineering,Journal
18357,Medical Teacher,Journal
18357,Medical Teacher,Journal
19700167024,Science China Technological Sciences,Journal
19700167024,Science China Technological Sciences,Journal
19700174944,Islets,Journal
19700174944,Islets,Journal
19700181239,Emerging Health Threats Journal,Journal
19700181239,Emerging Health Threats Journal,Journal
19700181239,Emerging Health Threats Journal,Journal
19700181239,Emerging Health Threats Journal,Journal
19700181239,Emerging Health Threats Journal,Journal
19700188125,Molecular Syndromology,Journal
19700188125,Molecular Syndromology,Journal
20000195083,"Clinical, Cosmetic and Investigational Dentistry",Journal
21100198541,Climate and Development,Journal
21100198541,Climate and Development,Journal
21100198541,Climate and Development,Journal
21100202745,Journal of Clinical Bioinformatics,Journal
21100386454,Nuclear Materials and Energy,Journal
21100386454,Nuclear Materials and Energy,Journal
21100386454,Nuclear Materials and Energy,Journal
21911,Journal of Neurosurgical Anesthesiology,Journal
21911,Journal of Neurosurgical Anesthesiology,Journal
21911,Journal of Neurosurgical Anesthesiology,Journal
23374,Journal of Environmental Policy and Planning,Journal
23879,Journal of Interventional Cardiac Electrophysiology,Journal
23879,Journal of Interventional Cardiac Electrophysiology,Journal
24703,Journal of Crystal Growth,Journal
24703,Journal of Crystal Growth,Journal
24703,Journal of Crystal Growth,Journal
25092,Mathematics of Computation,Journal
25092,Mathematics of Computation,Journal
25092,Mathematics of Computation,Journal
25106,Human and Experimental Toxicology,Journal
25106,Human and Experimental Toxicology,Journal
25106,Human and Experimental Toxicology,Journal
25828,Colloid and Polymer Science,Journal
25828,Colloid and Polymer Science,Journal
25828,Colloid and Polymer Science,Journal
25828,Colloid and Polymer Science,Journal
26584,Chemical Physics,Journal
26584,Chemical Physics,Journal
26696,Microelectronic Engineering,Journal
26696,Microelectronic Engineering,Journal
26696,Microelectronic Engineering,Journal
26696,Microelectronic Engineering,Journal
26696,Microelectronic Engineering,Journal
27370,Population Ecology,Journal
28533,American Journal of Alzheimer's Disease and other Dementias,Journal
28533,American Journal of Alzheimer's Disease and other Dementias,Journal
28533,American Journal of Alzheimer's Disease and other Dementias,Journal
29464,"Physics Letters, Section A: General, Atomic and Solid State Physics",Journal
29583,Journal of Aircraft,Journal
5700184957,Methodology,Journal
5700184957,Methodology,Journal
5800179580,Physica Status Solidi (A) Applications and Materials Science,Journal
5800179580,Physica Status Solidi (A) Applications and Materials Science,Journal
5800179580,Physica Status Solidi (A) Applications and Materials Science,Journal
5800179580,Physica Status Solidi (A) Applications and Materials Science,Journal
5800179580,Physica Status Solidi (A) Applications and Materials Science,Journal
5800179580,Physica Status Solidi (A) Applications and Materials Science,Journal
65096,Journal of Musculoskeletal Neuronal Interactions,Journal
65096,Journal of Musculoskeletal Neuronal Interactions,Journal
65096,Journal of Musculoskeletal Neuronal Interactions,Journal
110036,"Cryptogamie, Bryologie",Journal
110036,"Cryptogamie, Bryologie",Journal
11300153402,Biomarkers in Medicine,Journal
11300153402,Biomarkers in Medicine,Journal
11300153402,Biomarkers in Medicine,Journal
12756,"Nonlinear Dynamics, Psychology, and Life Sciences",Journal
13255,Biological Bulletin,Journal
13337,Acta Palaeontologica Polonica,Journal
14030,Psychology in the Schools,Journal
14030,Psychology in the Schools,Journal
144639,Information Technology and Management,Journal
144639,Information Technology and Management,Journal
144639,Information Technology and Management,Journal
145502,Journal of Youth Studies,Journal
145502,Journal of Youth Studies,Journal
145502,Journal of Youth Studies,Journal
15500154711,Chemosensory Perception,Journal
15500154711,Chemosensory Perception,Journal
16051,American Review of Public Administration,Journal
16051,American Review of Public Administration,Journal
16051,American Review of Public Administration,Journal
16683,Journal of Clinical Neuroscience,Journal
16683,Journal of Clinical Neuroscience,Journal
16683,Journal of Clinical Neuroscience,Journal
16683,Journal of Clinical Neuroscience,Journal
17255,Korean Journal of Radiology,Journal
17700156430,Handbook of Magnetic Materials,Book Series
17700156430,Handbook of Magnetic Materials,Book Series
17700156430,Handbook of Magnetic Materials,Book Series
17909,Skeletal Radiology,Journal
19200156944,International Journal of Electrochemical Science,Journal
19538,Veterinary Pathology,Journal
19700173162,BioScience Trends,Journal
19700173162,BioScience Trends,Journal
19700173162,BioScience Trends,Journal
19900192439,IMF Economic Review,Book Series
19900192439,IMF Economic Review,Book Series
20489,Annals of Thoracic Surgery,Journal
20489,Annals of Thoracic Surgery,Journal
20489,Annals of Thoracic Surgery,Journal
20574,Journal of Contingencies and Crisis Management,Journal
20574,Journal of Contingencies and Crisis Management,Journal
20610,Journal of Food Protection,Journal
20610,Journal of Food Protection,Journal
20790,Upsala Journal of Medical Sciences,Journal
21100212800,Analytical Cellular Pathology,Journal
21100212800,Analytical Cellular Pathology,Journal
21100212800,Analytical Cellular Pathology,Journal
21100212800,Analytical Cellular Pathology,Journal
21100212800,Analytical Cellular Pathology,Journal
21100294621,Journal of Sport and Health Science,Journal
21100294621,Journal of Sport and Health Science,Journal
21100323200,Journal of Molecular Catalysis,Journal
21100356807,Current Plant Biology,Journal
21100356807,Current Plant Biology,Journal
21100356807,Current Plant Biology,Journal
21100356807,Current Plant Biology,Journal
21100356807,Current Plant Biology,Journal
21100357506,Colloids and Interface Science Communications,Journal
21100357506,Colloids and Interface Science Communications,Journal
21100357506,Colloids and Interface Science Communications,Journal
21100357506,Colloids and Interface Science Communications,Journal
21100357506,Colloids and Interface Science Communications,Journal
22890,Political Studies,Journal
24361,Journal of Intelligent Information Systems,Journal
24361,Journal of Intelligent Information Systems,Journal
24361,Journal of Intelligent Information Systems,Journal
24361,Journal of Intelligent Information Systems,Journal
24361,Journal of Intelligent Information Systems,Journal
26138,Parallel Computing,Journal
26138,Parallel Computing,Journal
26138,Parallel Computing,Journal
26138,Parallel Computing,Journal
26138,Parallel Computing,Journal
26138,Parallel Computing,Journal
26418,SIAM Journal on Mathematical Analysis,Journal
26418,SIAM Journal on Mathematical Analysis,Journal
26418,SIAM Journal on Mathematical Analysis,Journal
26489,Starch/Staerke,Journal
26489,Starch/Staerke,Journal
29091,Ecohydrology and Hydrobiology,Journal
29574,Burns,Journal
29574,Burns,Journal
29574,Burns,Journal
29574,Burns,Journal
29762,European Journal of Cancer Care,Journal
29803,Research Quarterly for Exercise and Sport,Journal
29803,Research Quarterly for Exercise and Sport,Journal
29803,Research Quarterly for Exercise and Sport,Journal
29803,Research Quarterly for Exercise and Sport,Journal
29825,Rejuvenation Research,Journal
29825,Rejuvenation Research,Journal
30079,American Journal of Perinatology,Journal
30079,American Journal of Perinatology,Journal
33476,Medical Anthropology Quarterly,Journal
33476,Medical Anthropology Quarterly,Journal
38753,Crop Science,Journal
4700152859,Maderas: Ciencia y Tecnologia,Journal
4700152859,Maderas: Ciencia y Tecnologia,Journal
4700152859,Maderas: Ciencia y Tecnologia,Journal
4700152859,Maderas: Ciencia y Tecnologia,Journal
7100153125,Simulation in Healthcare,Journal
7100153125,Simulation in Healthcare,Journal
7100153125,Simulation in Healthcare,Journal
7100153125,Simulation in Healthcare,Journal
11600154149,International Journal of Agricultural Sustainability,Journal
11600154149,International Journal of Agricultural Sustainability,Journal
11700154366,Journal of Leadership and Organizational Studies,Journal
11700154366,Journal of Leadership and Organizational Studies,Journal
11700154366,Journal of Leadership and Organizational Studies,Journal
11700154366,Journal of Leadership and Organizational Studies,Journal
11700154366,Journal of Leadership and Organizational Studies,Journal
11700154615,Hepatitis Monthly,Journal
11700154615,Hepatitis Monthly,Journal
11700154617,Journal of the International Society of Sports Nutrition,Journal
11700154617,Journal of the International Society of Sports Nutrition,Journal
12142,International Journal of Mass Spectrometry,Journal
12142,International Journal of Mass Spectrometry,Journal
12142,International Journal of Mass Spectrometry,Journal
12142,International Journal of Mass Spectrometry,Journal
12489,Vacuum,Journal
12489,Vacuum,Journal
12489,Vacuum,Journal
13383,Health Care Management Science,Journal
13383,Health Care Management Science,Journal
13719,Experimental Heat Transfer,Journal
13719,Experimental Heat Transfer,Journal
13719,Experimental Heat Transfer,Journal
13809,Canadian Journal of Remote Sensing,Journal
13947,Japanese Journal of Ophthalmology,Journal
13947,Japanese Journal of Ophthalmology,Journal
145404,EcoHealth,Journal
145404,EcoHealth,Journal
145695,Journal of Financial Econometrics,Journal
145695,Journal of Financial Econometrics,Journal
14799,Sexual Abuse: Journal of Research and Treatment,Journal
14799,Sexual Abuse: Journal of Research and Treatment,Journal
15049,Biometrika,Journal
15049,Biometrika,Journal
15049,Biometrika,Journal
15049,Biometrika,Journal
15049,Biometrika,Journal
15049,Biometrika,Journal
15495,Finance and Stochastics,Journal
15495,Finance and Stochastics,Journal
15495,Finance and Stochastics,Journal
16870,Biochemistry and Cell Biology,Journal
16870,Biochemistry and Cell Biology,Journal
16870,Biochemistry and Cell Biology,Journal
19300156904,Communications of the Association for Information Systems,Journal
19700175028,Open Respiratory Medicine Journal,Journal
19700183044,Thyroid Research,Journal
19700183044,Thyroid Research,Journal
19700183044,Thyroid Research,Journal
19700201422,Computer Science Education,Journal
19700201422,Computer Science Education,Journal
19700201637,Foundations and Trends in Econometrics,Journal
19900194300,Journal of Systematics and Evolution,Journal
19900194300,Journal of Systematics and Evolution,Journal
20013,Software Quality Journal,Journal
20013,Software Quality Journal,Journal
20598,English for Specific Purposes,Journal
20598,English for Specific Purposes,Journal
20598,English for Specific Purposes,Journal
21038,Clinical Transplantation,Journal
21100199846,Neurobehavioral HIV Medicine,Journal
21100199846,Neurobehavioral HIV Medicine,Journal
21100199846,Neurobehavioral HIV Medicine,Journal
21100199846,Neurobehavioral HIV Medicine,Journal
21100228093,Depression Research and Treatment,Journal
21100228093,Depression Research and Treatment,Journal
21100284944,Geosciences (Switzerland),Journal
21100386521,"Language, Cognition and Neuroscience",Journal
21100386521,"Language, Cognition and Neuroscience",Journal
21100386521,"Language, Cognition and Neuroscience",Journal
21100386521,"Language, Cognition and Neuroscience",Journal
21100394188,Biomolecules,Journal
21100394188,Biomolecules,Journal
21100416086,NFS Journal,Journal
21100416086,NFS Journal,Journal
21100434603,International Journal of Hepatology,Journal
21100440520,EJNMMI Physics,Journal
21100440520,EJNMMI Physics,Journal
21100440520,EJNMMI Physics,Journal
21100440520,EJNMMI Physics,Journal
21100443326,Molecular Astrophysics,Journal
21100443326,Molecular Astrophysics,Journal
21100443326,Molecular Astrophysics,Journal
21100443326,Molecular Astrophysics,Journal
21100461983,Frontiers in Chemistry,Journal
21100780477,Informatics in Medicine Unlocked,Journal
22078,Systems Engineering,Journal
22078,Systems Engineering,Journal
23023,New Forests,Journal
25696,Nonlinearity,Journal
25696,Nonlinearity,Journal
25696,Nonlinearity,Journal
25696,Nonlinearity,Journal
25898,Journal of Peptide Science,Journal
25898,Journal of Peptide Science,Journal
25898,Journal of Peptide Science,Journal
25898,Journal of Peptide Science,Journal
25898,Journal of Peptide Science,Journal
25898,Journal of Peptide Science,Journal
25898,Journal of Peptide Science,Journal
25898,Journal of Peptide Science,Journal
26112,Frontiers of Hormone Research,Book Series
26112,Frontiers of Hormone Research,Book Series
27206,Solid-State Electronics,Journal
27206,Solid-State Electronics,Journal
27206,Solid-State Electronics,Journal
27206,Solid-State Electronics,Journal
29301,Clinical Anatomy,Journal
29301,Clinical Anatomy,Journal
29301,Clinical Anatomy,Journal
4400151412,Journal of Preventive Medicine and Public Health,Journal
4700153607,Journal of Curriculum Studies,Journal
5000158708,Accounting Horizons,Journal
5000158715,Synthesis Lectures on Signal Processing,Book Series
5000158715,Synthesis Lectures on Signal Processing,Book Series
5000158715,Synthesis Lectures on Signal Processing,Book Series
5400152707,"Clean - Soil, Air, Water",Journal
5400152707,"Clean - Soil, Air, Water",Journal
5400152707,"Clean - Soil, Air, Water",Journal
5800173383,Current Clinical Pharmacology,Journal
5800173383,Current Clinical Pharmacology,Journal
5800173383,Current Clinical Pharmacology,Journal
6100153106,IET Signal Processing,Journal
6100153106,IET Signal Processing,Journal
8300153105,Current Reviews in Musculoskeletal Medicine,Journal
11200153502,Asia-Pacific Journal of Atmospheric Sciences,Journal
12385,International Journal of Industrial Ergonomics,Journal
12385,International Journal of Industrial Ergonomics,Journal
12398,Journal of Systems Architecture,Journal
12398,Journal of Systems Architecture,Journal
13047,Platelets,Journal
13047,Platelets,Journal
13223,European Review for Medical and Pharmacological Sciences,Journal
13223,European Review for Medical and Pharmacological Sciences,Journal
13448,Comparative Politics,Journal
13909,Geobios,Journal
13909,Geobios,Journal
15300154806,Dementia,Journal
15300154806,Dementia,Journal
15664,Functional Neurology,Journal
15664,Functional Neurology,Journal
15664,Functional Neurology,Journal
19700201137,Journal of Advanced Pharmaceutical Technology and Research,Journal
19959,Visual Neuroscience,Journal
19959,Visual Neuroscience,Journal
20200,Travel Medicine and Infectious Disease,Journal
20200,Travel Medicine and Infectious Disease,Journal
20518,Pediatric Cardiac Surgery Annual,Journal
20518,Pediatric Cardiac Surgery Annual,Journal
20518,Pediatric Cardiac Surgery Annual,Journal
20962,Journal of Engineering for Gas Turbines and Power,Journal
20962,Journal of Engineering for Gas Turbines and Power,Journal
20962,Journal of Engineering for Gas Turbines and Power,Journal
20962,Journal of Engineering for Gas Turbines and Power,Journal
20962,Journal of Engineering for Gas Turbines and Power,Journal
21100229165,Research in Learning Technology,Journal
21100229165,Research in Learning Technology,Journal
21100470165,Advanced Science,Journal
21100470165,Advanced Science,Journal
21100470165,Advanced Science,Journal
21100470165,Advanced Science,Journal
21100470165,Advanced Science,Journal
21100470165,Advanced Science,Journal
21100776051,Conservation Physiology,Journal
21100776051,Conservation Physiology,Journal
21100776051,Conservation Physiology,Journal
21100776051,Conservation Physiology,Journal
21410,Anaesthesia,Journal
21449,Ecology of Freshwater Fish,Journal
21449,Ecology of Freshwater Fish,Journal
21449,Ecology of Freshwater Fish,Journal
21482,Environmental Monitoring and Assessment,Journal
21482,Environmental Monitoring and Assessment,Journal
21482,Environmental Monitoring and Assessment,Journal
21482,Environmental Monitoring and Assessment,Journal
21771,AIDS Research and Human Retroviruses,Journal
21771,AIDS Research and Human Retroviruses,Journal
21771,AIDS Research and Human Retroviruses,Journal
22912,Medecine et Maladies Infectieuses,Journal
24155,Journal of Atmospheric Chemistry,Journal
24155,Journal of Atmospheric Chemistry,Journal
24773,Mendeleev Communications,Journal
25634,International Journal of Paediatric Dentistry,Journal
25659,Journal of Navigation,Journal
25659,Journal of Navigation,Journal
25919,Journal of Surfactants and Detergents,Journal
25919,Journal of Surfactants and Detergents,Journal
25919,Journal of Surfactants and Detergents,Journal
26580,Geometric and Functional Analysis,Journal
26580,Geometric and Functional Analysis,Journal
28090,Obstetrics and Gynecology Clinics of North America,Journal
29166,Cells Tissues Organs,Journal
29166,Cells Tissues Organs,Journal
29601,Hydrology Research,Journal
29608,Journal of Limnology,Journal
29608,Journal of Limnology,Journal
29608,Journal of Limnology,Journal
3500148027,Science as Culture,Journal
3500148027,Science as Culture,Journal
3500148027,Science as Culture,Journal
3500148027,Science as Culture,Journal
3500148027,Science as Culture,Journal
3500148027,Science as Culture,Journal
39098,Journal of Dairy Research,Journal
39098,Journal of Dairy Research,Journal
39098,Journal of Dairy Research,Journal
40970,"Magnetic Resonance Materials in Physics, Biology, and Medicine",Journal
40970,"Magnetic Resonance Materials in Physics, Biology, and Medicine",Journal
40970,"Magnetic Resonance Materials in Physics, Biology, and Medicine",Journal
5700155920,Focus on Autism and Other Developmental Disabilities,Journal
5700155920,Focus on Autism and Other Developmental Disabilities,Journal
5700155920,Focus on Autism and Other Developmental Disabilities,Journal
5700155920,Focus on Autism and Other Developmental Disabilities,Journal
5700155920,Focus on Autism and Other Developmental Disabilities,Journal
6400153120,Chinese Medicine,Journal
6400153120,Chinese Medicine,Journal
86164,Archaeometry,Journal
86164,Archaeometry,Journal
10300153342,Journal of Medical Toxicology,Journal
10300153342,Journal of Medical Toxicology,Journal
12352,Optics Communications,Journal
12352,Optics Communications,Journal
12352,Optics Communications,Journal
12352,Optics Communications,Journal
12740,New Ideas in Psychology,Journal
12740,New Ideas in Psychology,Journal
130129,Physical Review Special Topics - Accelerators and Beams,Journal
130129,Physical Review Special Topics - Accelerators and Beams,Journal
130129,Physical Review Special Topics - Accelerators and Beams,Journal
13671,Biologicals,Journal
13671,Biologicals,Journal
13671,Biologicals,Journal
13671,Biologicals,Journal
13671,Biologicals,Journal
13671,Biologicals,Journal
13727,BMC Ophthalmology,Journal
13727,BMC Ophthalmology,Journal
14250,Australian and New Zealand Journal of Psychiatry,Journal
14250,Australian and New Zealand Journal of Psychiatry,Journal
144608,Postepy Dermatologii I Alergologii,Journal
144608,Postepy Dermatologii I Alergologii,Journal
144641,Software and Systems Modeling,Journal
144641,Software and Systems Modeling,Journal
144959,Journal of Studies in International Education,Journal
14635,Ophthalmologica,Journal
14635,Ophthalmologica,Journal
14635,Ophthalmologica,Journal
15602,Electronic Journal of Biotechnology,Journal
15602,Electronic Journal of Biotechnology,Journal
16311,Critical Reviews in Biomedical Engineering,Journal
16599,Plant Ecology,Journal
16599,Plant Ecology,Journal
17300154720,Petroleum Exploration and Development,Journal
17300154720,Petroleum Exploration and Development,Journal
17300154720,Petroleum Exploration and Development,Journal
17300154720,Petroleum Exploration and Development,Journal
17300154720,Petroleum Exploration and Development,Journal
17543,Wireless Communications and Mobile Computing,Journal
17543,Wireless Communications and Mobile Computing,Journal
17543,Wireless Communications and Mobile Computing,Journal
17910,"Cryptogamie, Algologie",Journal
17910,"Cryptogamie, Algologie",Journal
17910,"Cryptogamie, Algologie",Journal
19200156922,Biointerphases,Journal
19200156922,Biointerphases,Journal
19200156922,Biointerphases,Journal
19200156922,Biointerphases,Journal
19600166036,International Journal of Artificial Intelligence,Journal
19700175038,Open AIDS Journal,Journal
19700175038,Open AIDS Journal,Journal
19700175038,Open AIDS Journal,Journal
19700175064,International Journal of General Medicine,Journal
19700177306,International Journal of Alzheimer's Disease,Journal
19700177306,International Journal of Alzheimer's Disease,Journal
19700177306,International Journal of Alzheimer's Disease,Journal
19700177306,International Journal of Alzheimer's Disease,Journal
19700177306,International Journal of Alzheimer's Disease,Journal
19700177306,International Journal of Alzheimer's Disease,Journal
19700182730,Asian American Journal of Psychology,Journal
19700190346,Consumption Markets and Culture,Journal
19700190346,Consumption Markets and Culture,Journal
19700190346,Consumption Markets and Culture,Journal
19700190346,Consumption Markets and Culture,Journal
21100228111,Pain Research and Treatment,Journal
21100228111,Pain Research and Treatment,Journal
21100332403,Journal of Information Security and Applications,Journal
21100332403,Journal of Information Security and Applications,Journal
21100332403,Journal of Information Security and Applications,Journal
21100415950,JACC: Clinical Electrophysiology,Journal
21100415950,JACC: Clinical Electrophysiology,Journal
21100446999,Journal of Global Mobility,Journal
21100446999,Journal of Global Mobility,Journal
21100469670,Antibiotics,Journal
21100469670,Antibiotics,Journal
21100469670,Antibiotics,Journal
21100469670,Antibiotics,Journal
21100469670,Antibiotics,Journal
21100469670,Antibiotics,Journal
21371,Expert Review of Pharmacoeconomics and Outcomes Research,Journal
21371,Expert Review of Pharmacoeconomics and Outcomes Research,Journal
21371,Expert Review of Pharmacoeconomics and Outcomes Research,Journal
21703,Annals of Human Genetics,Journal
21703,Annals of Human Genetics,Journal
21887,European Journal of Anaesthesiology,Journal
22596,Revista de Saude Publica,Journal
24034,Democratization,Journal
24034,Democratization,Journal
24043,Journal of Labelled Compounds and Radiopharmaceuticals,Journal
24043,Journal of Labelled Compounds and Radiopharmaceuticals,Journal
24043,Journal of Labelled Compounds and Radiopharmaceuticals,Journal
24043,Journal of Labelled Compounds and Radiopharmaceuticals,Journal
24043,Journal of Labelled Compounds and Radiopharmaceuticals,Journal
24043,Journal of Labelled Compounds and Radiopharmaceuticals,Journal
24593,Calphad: Computer Coupling of Phase Diagrams and Thermochemistry,Journal
24593,Calphad: Computer Coupling of Phase Diagrams and Thermochemistry,Journal
24593,Calphad: Computer Coupling of Phase Diagrams and Thermochemistry,Journal
26476,Geological Magazine,Journal
26990,Molecular Physics,Journal
26990,Molecular Physics,Journal
26990,Molecular Physics,Journal
26990,Molecular Physics,Journal
28580,Radio Science,Journal
28580,Radio Science,Journal
28580,Radio Science,Journal
31617,Journal of Soils and Water Conservation,Journal
31617,Journal of Soils and Water Conservation,Journal
31617,Journal of Soils and Water Conservation,Journal
31617,Journal of Soils and Water Conservation,Journal
4700152411,Chronic Illness,Journal
4700152411,Chronic Illness,Journal
5600152801,Primary Care Diabetes,Journal
5600152801,Primary Care Diabetes,Journal
5600152801,Primary Care Diabetes,Journal
11200153402,Journal of Neurosurgery: Pediatrics,Journal
11500153308,Recent Patents on Nanotechnology,Journal
11500153308,Recent Patents on Nanotechnology,Journal
11500153308,Recent Patents on Nanotechnology,Journal
12856,Comparative Education Review,Journal
13272,Environment and Planning A,Journal
13272,Environment and Planning A,Journal
13794,BioSystems,Journal
13794,BioSystems,Journal
13794,BioSystems,Journal
13794,BioSystems,Journal
13794,BioSystems,Journal
13854,Housing Studies,Journal
13854,Housing Studies,Journal
13854,Housing Studies,Journal
14947,Bulletin of Engineering Geology and the Environment,Journal
14947,Bulletin of Engineering Geology and the Environment,Journal
15567,Journal of Marital and Family Therapy,Journal
15567,Journal of Marital and Family Therapy,Journal
15567,Journal of Marital and Family Therapy,Journal
15567,Journal of Marital and Family Therapy,Journal
16269,Journal of Legal Studies,Journal
16672,Journal of Child and Adolescent Psychopharmacology,Journal
16672,Journal of Child and Adolescent Psychopharmacology,Journal
16672,Journal of Child and Adolescent Psychopharmacology,Journal
17500154705,Global Health Action,Journal
17500154705,Global Health Action,Journal
18298,Journal of Reproduction and Development,Journal
18300156731,Nature Reviews Urology,Journal
19417,Clinical and Experimental Nephrology,Journal
19417,Clinical and Experimental Nephrology,Journal
19417,Clinical and Experimental Nephrology,Journal
19700166522,Journal of Plant Ecology,Journal
19700166522,Journal of Plant Ecology,Journal
19700166522,Journal of Plant Ecology,Journal
19885,Stress and Health,Journal
19885,Stress and Health,Journal
19885,Stress and Health,Journal
19885,Stress and Health,Journal
20500195063,Quantitative InfraRed Thermography Journal,Journal
20500195063,Quantitative InfraRed Thermography Journal,Journal
21100223310,Urolithiasis,Journal
21100239854,San Francisco Estuary and Watershed Science,Journal
21100239854,San Francisco Estuary and Watershed Science,Journal
21100372101,Nanotechnology Reviews,Journal
21100372101,Nanotechnology Reviews,Journal
21100372101,Nanotechnology Reviews,Journal
21100372101,Nanotechnology Reviews,Journal
21100372101,Nanotechnology Reviews,Journal
21100372101,Nanotechnology Reviews,Journal
21100780831,Nature Reviews Disease Primers,Journal
21451,Journal of Interactive Online Learning,Journal
21451,Journal of Interactive Online Learning,Journal
21451,Journal of Interactive Online Learning,Journal
21697,Animal Genetics,Journal
21697,Animal Genetics,Journal
21697,Animal Genetics,Journal
22578,Journal of Mammalogy,Journal
22578,Journal of Mammalogy,Journal
22578,Journal of Mammalogy,Journal
22578,Journal of Mammalogy,Journal
22578,Journal of Mammalogy,Journal
22587,Environmental Fluid Mechanics,Journal
22587,Environmental Fluid Mechanics,Journal
23292,International Journal of Sustainable Development and World Ecology,Journal
23292,International Journal of Sustainable Development and World Ecology,Journal
25374,Techniques in Coloproctology,Journal
25374,Techniques in Coloproctology,Journal
25857,Flavour and Fragrance Journal,Journal
25857,Flavour and Fragrance Journal,Journal
25881,"JAOCS, Journal of the American Oil Chemists' Society",Journal
25881,"JAOCS, Journal of the American Oil Chemists' Society",Journal
25944,Macromolecular Theory and Simulations,Journal
25944,Macromolecular Theory and Simulations,Journal
25944,Macromolecular Theory and Simulations,Journal
25944,Macromolecular Theory and Simulations,Journal
25944,Macromolecular Theory and Simulations,Journal
27343,Journal of Ethnic and Migration Studies,Journal
27343,Journal of Ethnic and Migration Studies,Journal
28461,Computational Statistics and Data Analysis,Journal
28461,Computational Statistics and Data Analysis,Journal
28461,Computational Statistics and Data Analysis,Journal
28461,Computational Statistics and Data Analysis,Journal
29011,Journal of Risk and Uncertainty,Journal
29011,Journal of Risk and Uncertainty,Journal
29011,Journal of Risk and Uncertainty,Journal
29259,Nursing Research,Journal
29629,Journal of Morphology,Journal
29629,Journal of Morphology,Journal
63777,Personnel Review,Journal
63777,Personnel Review,Journal
69955,Contributions to Zoology,Journal
69955,Contributions to Zoology,Journal
70201,Clinical Neuropsychologist,Journal
70201,Clinical Neuropsychologist,Journal
70201,Clinical Neuropsychologist,Journal
70201,Clinical Neuropsychologist,Journal
70201,Clinical Neuropsychologist,Journal
12064,Advances in Atmospheric Sciences,Journal
